Name,Market,Total Funding (USD),Status,Country Code,City,Funding Rounds,Founded At,Founded Quarter,First Funding At,Last Funding At,Seed,Venture,Angel,Grant,Total Funding (M USD),Startup Age,Funding Duration Days,Funding Velocity,Rounds per Year,Market Group,Total Debt (USD),Total Equity (USD),Total Funding (USD) (M),Total Debt (USD) (M),Total Equity (USD) (M)
Tagasauris, Software ,495000.0,operating,USA,New York,2.0,2010-12-01,2010-Q4,2011-12-07,2013-08-19,495000.0,0.0,0.0,0.0,0.5,14,621,797.1014492753624,0.13333333333333333,Software & IT,0.0,0.0,0.5,0.0,0.0
tagga, Enterprise Software ,447560.0,operating,CAN,Vancouver,2.0,2008-02-01,2008-Q1,2009-06-22,2010-02-16,0.0,47560.0,400000.0,0.0,0.45,16,239,1872.6359832635983,0.11764705882352941,Software & IT,0.0,0.0,0.45,0.0,0.0
Taggler, Internet ,500000.0,operating,USA,Los Angeles,1.0,2013-01-01,2013-Q1,2014-10-15,2014-10-15,0.0,0.0,500000.0,0.0,0.5,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,0.5,0.0,0.0
TagLabs, Software ,281312.0,closed,USA,Denver,1.0,2011-04-29,2011-Q2,2011-12-08,2011-12-08,0.0,0.0,0.0,0.0,0.28,13,0,0.0,0.07142857142857142,Software & IT,281312.0,0.0,0.28,0.28,0.0
TAGSYS RFID Group, Software ,57884800.0,operating,USA,King Of Prussia,3.0,2001-01-01,2001-Q1,2005-04-18,2010-03-25,0.0,57884800.0,0.0,0.0,57.88,23,1802,32122.53052164262,0.125,Software & IT,0.0,0.0,57.88,0.0,0.0
Taiga Biotechnologies, Biotechnology ,3445997.0,operating,USA,Aurora,2.0,2006-01-01,2006-Q1,2010-04-15,2014-06-04,0.0,3199997.0,0.0,0.0,3.45,18,1511,2280.6068828590337,0.10526315789473684,Health & Biotech,246000.0,0.0,3.45,0.25,0.0
Taigen, Biotechnology ,75000000.0,operating,,,2.0,2001-05-01,2001-Q2,2004-03-16,2009-01-01,0.0,75000000.0,0.0,0.0,75.0,23,1752,42808.21917808219,0.08333333333333333,Health & Biotech,0.0,0.0,75.0,0.0,0.0
Tail-f Systems, Software ,6340000.0,acquired,SWE,Stockholm,2.0,2005-01-01,2005-Q1,2005-11-15,2011-09-14,0.0,6340000.0,0.0,0.0,6.34,19,2129,2977.923907937999,0.1,Software & IT,0.0,0.0,6.34,0.0,0.0
TaiMed Biologics, Biotechnology ,22000000.0,operating,TWN,Taipei,1.0,2007-01-01,2007-Q1,2010-03-31,2010-03-31,0.0,22000000.0,0.0,0.0,22.0,17,0,0.0,0.05555555555555555,Health & Biotech,0.0,0.0,22.0,0.0,0.0
TaKaDu, Clean Technology ,6000000.0,operating,ISR,Yehud,1.0,2009-01-01,2009-Q1,2013-10-16,2013-10-16,0.0,0.0,0.0,0.0,6.0,15,0,0.0,0.0625,High Tech,0.0,6000000.0,6.0,0.0,6.0
TakeLessons, Software ,18800000.0,operating,USA,San Diego,5.0,2006-07-11,2006-Q3,2006-07-01,2014-03-25,1800000.0,17000000.0,0.0,0.0,18.8,18,2824,6657.223796033994,0.2631578947368421,Software & IT,0.0,0.0,18.8,0.0,0.0
TAKO, Software ,2000000.0,operating,ISR,,3.0,2012-04-29,2012-Q2,2012-03-12,2014-09-10,0.0,0.0,0.0,0.0,2.0,12,912,2192.9824561403507,0.23076923076923078,Software & IT,0.0,0.0,2.0,0.0,0.0
Tal Medical, Health Care ,700000.0,operating,USA,Boston,1.0,2011-01-01,2011-Q1,2011-06-14,2011-06-14,0.0,0.0,0.0,0.0,0.7,13,0,0.0,0.07142857142857142,Health & Biotech,700000.0,0.0,0.7,0.7,0.0
Talari Networks, Internet ,45100000.0,operating,USA,San Jose,6.0,2009-01-01,2009-Q1,2008-01-01,2013-11-26,0.0,37600000.0,0.0,0.0,45.1,15,2156,20918.367346938776,0.375,Software & IT,7500000.0,0.0,45.1,7.5,0.0
Talem Health Solutions, Software ,79857.0,operating,CAN,Toronto,1.0,2012-03-14,2012-Q1,2012-08-01,2012-08-01,79857.0,0.0,0.0,0.0,0.08,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,0.08,0.0,0.0
TalentClick, Technology ,1000000.0,operating,CAN,Vancouver,2.0,2012-11-01,2012-Q4,2013-01-01,2014-07-01,0.0,0.0,1000000.0,0.0,1.0,12,546,1831.5018315018315,0.15384615384615385,High Tech,0.0,0.0,1.0,0.0,0.0
TalentSoft, Software ,25271382.0,operating,FRA,Boulogne,3.0,2007-01-01,2007-Q1,2011-01-14,2013-09-12,0.0,25271382.0,0.0,0.0,25.27,17,972,25999.364197530864,0.16666666666666666,Software & IT,0.0,0.0,25.27,0.0,0.0
Talentwire, Enterprise Software ,2000000.0,operating,USA,Santa Barbara,1.0,2012-01-01,2012-Q1,2013-03-04,2013-03-04,0.0,0.0,0.0,0.0,2.0,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,2.0,0.0,0.0
Talentwise, Enterprise Software ,25000000.0,operating,USA,Bothell,1.0,2006-01-01,2006-Q1,2013-06-11,2013-06-11,0.0,0.0,0.0,0.0,25.0,18,0,0.0,0.05263157894736842,Software & IT,0.0,25000000.0,25.0,0.0,25.0
Taligen Therapeutics, Biotechnology ,78750000.0,acquired,USA,Cambridge,3.0,2004-01-01,2004-Q1,2005-08-01,2010-08-23,0.0,78750000.0,0.0,0.0,78.75,20,1848,42613.63636363636,0.14285714285714285,Health & Biotech,0.0,0.0,78.75,0.0,0.0
Talkspace, Consumer Internet ,2500000.0,operating,USA,New York,1.0,2012-06-01,2012-Q2,2014-05-12,2014-05-12,2500000.0,0.0,0.0,0.0,2.5,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,2.5,0.0,0.0
Tall Oak Midstream, Clean Technology ,100000000.0,operating,USA,Edmond,1.0,2014-01-01,2014-Q1,2014-02-11,2014-02-11,0.0,0.0,0.0,0.0,100.0,10,0,0.0,0.09090909090909091,High Tech,0.0,100000000.0,100.0,0.0,100.0
Tamarac, Software ,1670000.0,acquired,USA,Seattle,1.0,2000-01-01,2000-Q1,2011-08-29,2011-08-29,0.0,0.0,0.0,0.0,1.67,24,0,0.0,0.04,Software & IT,0.0,1670000.0,1.67,0.0,1.67
Tame, Security ,321650.0,operating,DEU,,1.0,2012-06-01,2012-Q2,2013-05-27,2013-05-27,0.0,0.0,0.0,0.0,0.32,12,0,0.0,0.07692307692307693,Other,0.0,321650.0,0.32,0.0,0.32
Tamecco, Big Data Analytics ,2100000.0,operating,JPN,Tokyo,2.0,2012-05-21,2012-Q2,2013-01-20,2014-03-12,2100000.0,0.0,0.0,0.0,2.1,12,416,5048.076923076923,0.15384615384615385,Software & IT,0.0,0.0,2.1,0.0,0.0
Tamoco, Big Data ,5000000.0,operating,GBR,London,2.0,2012-10-01,2012-Q4,2012-10-02,2014-08-21,0.0,5000000.0,0.0,0.0,5.0,12,688,7267.441860465116,0.15384615384615385,Software & IT,0.0,0.0,5.0,0.0,0.0
Tampa Bay WaVE, Technology ,7000000.0,operating,USA,Tampa,1.0,2008-06-01,2008-Q2,2014-07-09,2014-07-09,0.0,0.0,0.0,7000000.0,7.0,16,0,0.0,0.058823529411764705,High Tech,0.0,0.0,7.0,0.0,0.0
Tandem Diabetes Care, Health Care ,100689125.0,operating,USA,San Diego,3.0,2008-01-01,2008-Q1,2010-01-19,2012-09-11,0.0,88687925.0,0.0,0.0,100.69,16,966,104233.04865424431,0.17647058823529413,Health & Biotech,12001200.0,0.0,100.69,12.0,0.0
Tang Wind Energy, Clean Technology ,6800000.0,operating,USA,Dallas,1.0,1996-01-01,1996-Q1,2008-04-16,2008-04-16,0.0,6800000.0,0.0,0.0,6.8,28,0,0.0,0.034482758620689655,High Tech,0.0,0.0,6.8,0.0,0.0
Tangerine Power, Clean Technology ,50000.0,operating,USA,Seattle,1.0,2009-08-31,2009-Q3,2010-01-11,2010-01-11,0.0,50000.0,0.0,0.0,0.05,15,0,0.0,0.0625,High Tech,0.0,0.0,0.05,0.0,0.0
Tango Card, Enterprise Software ,10253850.0,operating,USA,Seattle,4.0,2009-01-01,2009-Q1,2010-01-01,2014-04-02,1000000.0,7453850.0,0.0,0.0,10.25,15,1552,6606.862113402062,0.25,Software & IT,1800000.0,0.0,10.25,1.8,0.0
Tango Health, Health Care ,8000000.0,operating,USA,Austin,3.0,2009-01-01,2009-Q1,2010-11-17,2013-01-03,0.0,8000000.0,0.0,0.0,8.0,15,778,10282.776349614396,0.1875,Health & Biotech,0.0,0.0,8.0,0.0,0.0
Tangoe, Software ,24200000.0,operating,USA,Orange,3.0,2000-01-01,2000-Q1,2006-02-10,2008-09-05,0.0,24200000.0,0.0,0.0,24.2,24,938,25799.573560767592,0.12,Software & IT,0.0,0.0,24.2,0.0,0.0
Tanium, Enterprise Software ,90812497.0,operating,USA,Berkeley,2.0,2007-01-01,2007-Q1,2010-05-06,2014-06-22,0.0,90812497.0,0.0,0.0,90.81,17,1508,60220.48872679045,0.1111111111111111,Software & IT,0.0,0.0,90.81,0.0,0.0
Tansa Clean, Clean Technology ,17000.0,operating,,,1.0,2013-02-01,2013-Q1,2013-04-01,2013-04-01,17000.0,0.0,0.0,0.0,0.02,11,0,0.0,0.08333333333333333,High Tech,0.0,0.0,0.02,0.0,0.0
Tansna Therapeutics, Biotechnology ,2000000.0,operating,USA,St Louis,1.0,2010-01-01,2010-Q1,2013-02-19,2013-02-19,0.0,0.0,0.0,0.0,2.0,14,0,0.0,0.06666666666666667,Health & Biotech,0.0,0.0,2.0,0.0,0.0
Tantalus Systems, Clean Technology ,21595000.0,operating,USA,Angier,2.0,1989-01-01,1989-Q1,2005-12-08,2010-01-20,0.0,21595000.0,0.0,0.0,21.6,35,1504,14358.377659574468,0.05555555555555555,High Tech,0.0,0.0,21.6,0.0,0.0
Tanya's Maids, Clean Technology ,2000000.0,operating,CAN,Vancouver,1.0,2013-06-10,2013-Q2,2014-10-12,2014-10-12,0.0,0.0,0.0,0.0,2.0,11,0,0.0,0.08333333333333333,High Tech,0.0,0.0,2.0,0.0,0.0
Tapad, Software ,17479259.0,operating,USA,New York,4.0,2010-01-01,2010-Q1,2011-03-03,2014-09-11,0.0,15679259.0,1800000.0,0.0,17.48,14,1288,13570.853260869566,0.26666666666666666,Software & IT,0.0,0.0,17.48,0.0,0.0
Tapastreet, Software ,675067.0,operating,IRL,Dublin,1.0,2012-10-01,2012-Q4,2013-09-24,2013-09-24,675067.0,0.0,0.0,0.0,0.68,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,0.68,0.0,0.0
TapBookAuthor, Software ,50000.0,operating,USA,Palo Alto,1.0,2012-06-30,2012-Q2,2013-02-05,2013-02-05,50000.0,0.0,0.0,0.0,0.05,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,0.05,0.0,0.0
TapFit, Software ,100000.0,operating,USA,Chicago,1.0,2013-06-01,2013-Q2,2014-01-01,2014-01-01,0.0,0.0,100000.0,0.0,0.1,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,0.1,0.0,0.0
TapFunder, Enterprise Software ,25000.0,operating,USA,Burlington,1.0,2012-03-01,2012-Q1,2012-04-15,2012-04-15,25000.0,0.0,0.0,0.0,0.02,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,0.02,0.0,0.0
TapHome, Home Automation ,254260.0,operating,SVK,Bratislava,2.0,2012-09-01,2012-Q3,2012-09-01,2013-09-01,0.0,0.0,254260.0,0.0,0.25,12,365,696.6027397260274,0.15384615384615385,AI & Automation,0.0,0.0,0.25,0.0,0.0
TapMe, Software ,325000.0,operating,USA,Chicago,1.0,2009-01-01,2009-Q1,2010-07-05,2010-07-05,0.0,0.0,0.0,0.0,0.32,15,0,0.0,0.0625,Software & IT,325000.0,0.0,0.32,0.32,0.0
TappIn, Meeting Software ,2293122.0,acquired,USA,San Antonio,2.0,2009-01-01,2009-Q1,2010-03-26,2011-10-06,0.0,2078122.0,0.0,0.0,2.29,15,559,4102.186046511628,0.125,Software & IT,215000.0,0.0,2.29,0.22,0.0
TapPress, Internet ,2000000.0,closed,SOM,Mogadishu,1.0,2010-10-10,2010-Q4,2010-10-10,2010-10-10,2000000.0,0.0,0.0,0.0,2.0,14,0,0.0,0.06666666666666667,Software & IT,0.0,0.0,2.0,0.0,0.0
TapTalents, Enterprise Software ,11700.0,operating,SGP,Singapore,1.0,2013-03-01,2013-Q1,2013-08-29,2013-08-29,11700.0,0.0,0.0,0.0,0.01,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,0.01,0.0,0.0
Taptera, Enterprise Software ,3000000.0,operating,USA,San Francisco,2.0,2011-04-24,2011-Q2,2011-08-24,2014-08-01,0.0,3000000.0,0.0,0.0,3.0,13,1073,2795.8993476234855,0.14285714285714285,Software & IT,0.0,0.0,3.0,0.0,0.0
Taptica, Data Integration ,600000.0,acquired,USA,San Francisco,2.0,2012-01-01,2012-Q1,2012-01-01,2013-08-01,0.0,0.0,600000.0,0.0,0.6,12,578,1038.0622837370242,0.15384615384615385,Software & IT,0.0,0.0,0.6,0.0,0.0
TapTrack, Hardware + Software ,19299.0,operating,CAN,Toronto,1.0,2011-11-11,2011-Q4,2013-10-14,2013-10-14,19299.0,0.0,0.0,0.0,0.02,13,0,0.0,0.07142857142857142,Software & IT,0.0,0.0,0.02,0.0,0.0
Tapvalue, Software ,2058560.0,operating,FRA,,1.0,2012-01-01,2012-Q1,2014-03-28,2014-03-28,0.0,2058560.0,0.0,0.0,2.06,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,2.06,0.0,0.0
tapviva, Software ,2000000.0,operating,USA,San Francisco,1.0,2011-02-01,2011-Q1,2011-10-01,2011-10-01,0.0,0.0,0.0,0.0,2.0,13,0,0.0,0.07142857142857142,Software & IT,0.0,0.0,2.0,0.0,0.0
Tarana Wireless, Wireless ,14142157.0,operating,USA,Santa Clara,2.0,2009-01-01,2009-Q1,2011-04-22,2012-07-19,0.0,14142157.0,0.0,0.0,14.14,15,454,31150.125550660792,0.125,Hardware & Electronics,0.0,0.0,14.14,0.0,0.0
TargeGen, Biotechnology ,3728379.0,acquired,USA,San Diego,1.0,2002-01-01,2002-Q1,2009-09-21,2009-09-21,0.0,0.0,0.0,0.0,3.73,22,0,0.0,0.043478260869565216,Health & Biotech,3728379.0,0.0,3.73,3.73,0.0
Targeted Instant Communications, Software ,390000.0,operating,USA,New Haven,1.0,2005-01-01,2005-Q1,2013-05-17,2013-05-17,0.0,390000.0,0.0,0.0,0.39,19,0,0.0,0.05,Software & IT,0.0,0.0,0.39,0.0,0.0
Targeter App, Internet Marketing ,40000.0,operating,,,1.0,2012-02-24,2012-Q1,2012-08-09,2012-08-09,40000.0,0.0,0.0,0.0,0.04,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,0.04,0.0,0.0
TargetingMantra, Software ,1100000.0,operating,USA,Mountain View,1.0,2013-01-01,2013-Q1,2014-09-15,2014-09-15,0.0,0.0,0.0,0.0,1.1,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,1.1,0.0,0.0
Targovax, Biotechnology ,3600000.0,operating,NOR,Lysaker,1.0,2010-01-01,2010-Q1,2013-06-06,2013-06-06,0.0,3600000.0,0.0,0.0,3.6,14,0,0.0,0.06666666666666667,Health & Biotech,0.0,0.0,3.6,0.0,0.0
TARIS Biomedical, Biotechnology ,51800001.0,operating,USA,Lexington,4.0,2008-01-01,2008-Q1,2009-06-25,2013-03-18,0.0,38300001.0,0.0,0.0,51.8,16,1362,38032.30616740088,0.23529411764705882,Health & Biotech,0.0,13500000.0,51.8,0.0,13.5
Tarsa Therapeutics, Biotechnology ,111050000.0,operating,USA,Philadelphia,7.0,2009-01-01,2009-Q1,2009-10-23,2014-08-13,0.0,95550000.0,0.0,0.0,111.05,15,1755,63276.35327635328,0.4375,Health & Biotech,15500000.0,0.0,111.05,15.5,0.0
TASCET, Software ,13205112.0,operating,USA,Madison,1.0,2005-01-01,2005-Q1,2012-08-02,2012-08-02,0.0,0.0,0.0,0.0,13.21,19,0,0.0,0.05,Software & IT,0.0,13205112.0,13.21,0.0,13.21
Tasit.com, Internet ,200000.0,operating,TUR,Istanbul,3.0,2010-07-28,2010-Q3,2009-08-02,2013-11-07,200000.0,0.0,0.0,0.0,0.2,14,1558,128.36970474967907,0.2,Software & IT,0.0,0.0,0.2,0.0,0.0
Task Messenger, Cloud Computing ,15000.0,operating,IRL,Dublin,1.0,2013-02-25,2013-Q1,2012-12-01,2012-12-01,15000.0,0.0,0.0,0.0,0.02,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,0.02,0.0,0.0
TaskEasy, Software ,9621250.0,operating,USA,Salt Lake City,3.0,2011-11-15,2011-Q4,2012-12-06,2014-10-23,2621250.0,7000000.0,0.0,0.0,9.62,13,686,14025.145772594753,0.21428571428571427,Software & IT,0.0,0.0,9.62,0.0,0.0
Tau Therapeutics, Biotechnology ,12837500.0,operating,USA,Charlottesville,1.0,2003-01-01,2003-Q1,2014-06-12,2014-06-12,0.0,12837500.0,0.0,0.0,12.84,21,0,0.0,0.045454545454545456,Health & Biotech,0.0,0.0,12.84,0.0,0.0
Taulia, Hardware + Software ,75700000.0,operating,USA,San Francisco,6.0,2009-01-01,2009-Q1,2010-12-06,2014-09-25,0.0,75700000.0,0.0,0.0,75.7,15,1389,54499.640028797694,0.375,Software & IT,0.0,0.0,75.7,0.0,0.0
Tauntr, Software ,2225000.0,operating,USA,Boston,2.0,2009-01-01,2009-Q1,2009-08-10,2010-11-19,0.0,2225000.0,0.0,0.0,2.22,15,466,4774.678111587983,0.125,Software & IT,0.0,0.0,2.22,0.0,0.0
TauRx Pharmaceuticals, Biotechnology ,42000000.0,operating,SGP,Singapore,2.0,2002-01-01,2002-Q1,2012-11-20,2013-03-05,0.0,31500000.0,0.0,0.0,42.0,22,105,400000.0,0.08695652173913043,Health & Biotech,0.0,10500000.0,42.0,0.0,10.5
TaxiMe, Software ,100369.0,operating,,,3.0,2012-01-01,2012-Q1,2013-09-18,2014-03-01,66593.0,0.0,0.0,0.0,0.1,12,164,612.0060975609756,0.23076923076923078,Software & IT,33776.0,0.0,0.1,0.03,0.0
Taxon Biosciences, Life Sciences ,9100000.0,operating,USA,Belvedere Tiburon,1.0,2000-01-01,2000-Q1,2013-11-01,2013-11-01,0.0,9100000.0,0.0,0.0,9.1,24,0,0.0,0.04,Other,0.0,0.0,9.1,0.0,0.0
TayaSola, Energy IT ,17000.0,operating,USA,Seattle,1.0,2007-05-15,2007-Q2,2012-09-01,2012-09-01,17000.0,0.0,0.0,0.0,0.02,17,0,0.0,0.05555555555555555,Other,0.0,0.0,0.02,0.0,0.0
Taylor Enterprises, Software ,2000000.0,operating,USA,Canandaigua,1.0,2014-05-12,2014-Q2,2014-08-18,2014-08-18,0.0,0.0,0.0,0.0,2.0,10,0,0.0,0.09090909090909091,Software & IT,0.0,0.0,2.0,0.0,0.0
TAZZ Networks, Software ,6000000.0,operating,USA,Providence,1.0,2001-01-01,2001-Q1,2005-04-01,2005-04-01,0.0,6000000.0,0.0,0.0,6.0,23,0,0.0,0.041666666666666664,Software & IT,0.0,0.0,6.0,0.0,0.0
TB Biosciences, Biotechnology ,1500000.0,operating,USA,Bethlehem,1.0,2013-06-01,2013-Q2,2013-07-18,2013-07-18,0.0,1500000.0,0.0,0.0,1.5,11,0,0.0,0.08333333333333333,Health & Biotech,0.0,0.0,1.5,0.0,0.0
TBi Connect, Software ,671226.0,closed,GBR,Cheltenham,1.0,2000-01-01,2000-Q1,2007-12-07,2007-12-07,0.0,671226.0,0.0,0.0,0.67,24,0,0.0,0.04,Software & IT,0.0,0.0,0.67,0.0,0.0
TCAS Online, Software ,836290.0,operating,GBR,,1.0,2000-01-01,2000-Q1,2013-11-19,2013-11-19,836290.0,0.0,0.0,0.0,0.84,24,0,0.0,0.04,Software & IT,0.0,0.0,0.84,0.0,0.0
TE2, Software ,3500000.0,operating,USA,San Diego,1.0,2013-01-01,2013-Q1,2014-03-06,2014-03-06,3500000.0,0.0,0.0,0.0,3.5,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,3.5,0.0,0.0
TeachScape, Software ,18250000.0,operating,USA,San Francisco,1.0,1999-01-01,1999-Q1,2009-08-25,2009-08-25,0.0,18250000.0,0.0,0.0,18.25,25,0,0.0,0.038461538461538464,Software & IT,0.0,0.0,18.25,0.0,0.0
TeachTown, Software ,5572464.0,operating,USA,Los Angeles,2.0,2003-01-01,2003-Q1,2010-06-24,2011-06-20,0.0,5572464.0,0.0,0.0,5.57,21,361,15436.188365650969,0.09090909090909091,Software & IT,0.0,0.0,5.57,0.0,0.0
Tealeaf, Software ,12000000.0,acquired,USA,San Francisco,1.0,1997-04-10,1997-Q2,2002-09-18,2002-09-18,0.0,12000000.0,0.0,0.0,12.0,27,0,0.0,0.03571428571428571,Software & IT,0.0,0.0,12.0,0.0,0.0
Tealium, Enterprise Software ,47200000.0,operating,USA,San Diego,4.0,2008-03-01,2008-Q1,2012-01-10,2014-04-29,0.0,47200000.0,0.0,0.0,47.2,16,840,56190.47619047619,0.23529411764705882,Software & IT,0.0,0.0,47.2,0.0,0.0
TeamLINKS, Medical ,2238920.0,operating,USA,Fayetteville,2.0,2001-01-01,2001-Q1,2009-07-23,2010-01-13,0.0,2238920.0,0.0,0.0,2.24,23,174,12867.356321839081,0.08333333333333333,Health & Biotech,0.0,0.0,2.24,0.0,0.0
TeamVisibility, Enterprise Software ,1200000.0,operating,USA,Chevy Chase,1.0,2011-06-13,2011-Q2,2012-04-01,2012-04-01,0.0,1200000.0,0.0,0.0,1.2,13,0,0.0,0.07142857142857142,Software & IT,0.0,0.0,1.2,0.0,0.0
Teamwork Retail, Software ,1525000.0,operating,USA,Clearwater,2.0,2005-01-01,2005-Q1,2011-08-18,2012-12-17,0.0,525000.0,0.0,0.0,1.52,19,487,3131.4168377823407,0.1,Software & IT,1000000.0,0.0,1.52,1.0,0.0
Tears for Life, Medical ,2000000.0,operating,USA,Fayetteville,1.0,2008-08-01,2008-Q3,2008-11-24,2008-11-24,0.0,0.0,0.0,0.0,2.0,16,0,0.0,0.058823529411764705,Health & Biotech,0.0,0.0,2.0,0.0,0.0
TearScience, Medical Devices ,114500000.0,operating,USA,Morrisville,2.0,2005-01-01,2005-Q1,2010-05-06,2013-02-26,0.0,44500000.0,0.0,0.0,114.5,19,1027,111489.77604673807,0.1,Hardware & Electronics,0.0,70000000.0,114.5,0.0,70.0
Teburu, Software ,2000000.0,operating,USA,Tampa,1.0,2010-11-01,2010-Q4,2011-08-22,2011-08-22,0.0,0.0,0.0,0.0,2.0,14,0,0.0,0.06666666666666667,Software & IT,0.0,0.0,2.0,0.0,0.0
Techcafe.io, Software ,750000.0,operating,,,1.0,2013-01-01,2013-Q1,2014-07-29,2014-07-29,750000.0,0.0,0.0,0.0,0.75,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,0.75,0.0,0.0
TechFaith Wireless Technology, Hardware + Software ,38139999.0,operating,CHN,Beijing,3.0,2002-01-01,2002-Q1,2004-04-01,2009-05-19,0.0,38139999.0,0.0,0.0,38.14,22,1874,20352.187299893278,0.13043478260869565,Software & IT,0.0,0.0,38.14,0.0,0.0
TechflakesGB, Artificial Intelligence ,813241.0,operating,GBR,Edinburgh,1.0,2013-12-10,2013-Q4,2014-09-14,2014-09-14,813241.0,0.0,0.0,0.0,0.81,11,0,0.0,0.08333333333333333,AI & Automation,0.0,0.0,0.81,0.0,0.0
TechForward, Hardware + Software ,7760000.0,acquired,USA,Los Angeles,5.0,2005-08-15,2005-Q3,2007-04-26,2011-02-07,0.0,5660000.0,0.0,0.0,7.76,19,1383,5610.990600144613,0.25,Software & IT,2100000.0,0.0,7.76,2.1,0.0
TechLoaner, Technology ,2000.0,operating,USA,Clearwater,1.0,2014-01-01,2014-Q1,2014-05-15,2014-05-15,2000.0,0.0,0.0,0.0,0.0,10,0,0.0,0.09090909090909091,High Tech,0.0,0.0,0.0,0.0,0.0
Technical Machine, Hardware + Software ,1044000.0,operating,USA,Somerville,1.0,2013-07-11,2013-Q3,2013-11-27,2013-11-27,0.0,1044000.0,0.0,0.0,1.04,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,1.04,0.0,0.0
Technimotion, Biotechnology ,180000.0,operating,USA,Austin,1.0,2007-01-01,2007-Q1,2009-06-06,2009-06-06,0.0,180000.0,0.0,0.0,0.18,17,0,0.0,0.05555555555555555,Health & Biotech,0.0,0.0,0.18,0.0,0.0
Technisys, Software ,14000000.0,operating,USA,Miami,2.0,1999-03-01,1999-Q1,2008-01-05,2014-10-17,0.0,14000000.0,0.0,0.0,14.0,25,2477,5651.998385143319,0.07692307692307693,Software & IT,0.0,0.0,14.0,0.0,0.0
Techno Renewable Energy Systems India, Clean Technology ,8000.0,operating,IND,Hyderabad,1.0,2012-04-18,2012-Q2,2014-10-20,2014-10-20,0.0,0.0,0.0,0.0,0.01,12,0,0.0,0.07692307692307693,High Tech,0.0,8000.0,0.01,0.0,0.01
Technologie BiolActis, Biotechnology ,10000000.0,operating,CAN,Laval,1.0,1998-01-01,1998-Q1,2006-02-07,2006-02-07,0.0,10000000.0,0.0,0.0,10.0,26,0,0.0,0.037037037037037035,Health & Biotech,0.0,0.0,10.0,0.0,0.0
Technorides, Cloud Computing ,846748.0,operating,ARG,Buenos Aires,6.0,2012-08-22,2012-Q3,2013-01-16,2014-05-01,348253.0,0.0,498495.0,0.0,0.85,12,470,1801.591489361702,0.46153846153846156,Software & IT,0.0,0.0,0.85,0.0,0.0
TechnoSpin, Clean Technology ,8000000.0,operating,USA,New York,1.0,2004-01-01,2004-Q1,2008-04-27,2008-04-27,0.0,8000000.0,0.0,0.0,8.0,20,0,0.0,0.047619047619047616,High Tech,0.0,0.0,8.0,0.0,0.0
TechnoVax, Medical ,2000000.0,operating,USA,Tarrytown,1.0,2003-12-01,2003-Q4,2013-09-26,2013-09-26,0.0,0.0,0.0,0.0,2.0,21,0,0.0,0.045454545454545456,Health & Biotech,0.0,0.0,2.0,0.0,0.0
Techpoint, High Tech ,2000000.0,operating,USA,Sunnyvale,1.0,2012-01-01,2012-Q1,2014-05-01,2014-05-01,0.0,0.0,0.0,0.0,2.0,12,0,0.0,0.07692307692307693,High Tech,0.0,0.0,2.0,0.0,0.0
Techpool Bio-Pharma, Biotechnology ,20480000.0,operating,CHN,Guangzhou,1.0,1993-01-01,1993-Q1,2009-06-05,2009-06-05,0.0,20480000.0,0.0,0.0,20.48,31,0,0.0,0.03125,Health & Biotech,0.0,0.0,20.48,0.0,0.0
TechTurn, Security ,50000000.0,operating,USA,Austin,1.0,1999-01-01,1999-Q1,2006-08-06,2006-08-06,0.0,0.0,0.0,0.0,50.0,25,0,0.0,0.038461538461538464,Other,0.0,50000000.0,50.0,0.0,50.0
Techulon, Biotechnology ,1065000.0,operating,USA,Blacksburg,2.0,2006-01-01,2006-Q1,2009-07-01,2011-04-13,0.0,1065000.0,0.0,0.0,1.06,18,651,1635.9447004608294,0.10526315789473684,Health & Biotech,0.0,0.0,1.06,0.0,0.0
TecMed, Medical ,2000000.0,operating,USA,Cheyenne,1.0,1995-08-05,1995-Q3,2013-10-24,2013-10-24,0.0,0.0,0.0,0.0,2.0,29,0,0.0,0.03333333333333333,Health & Biotech,0.0,0.0,2.0,0.0,0.0
Tectura, Software ,10000000.0,operating,USA,Redwood City,1.0,2001-01-01,2001-Q1,2005-06-13,2005-06-13,0.0,10000000.0,0.0,0.0,10.0,23,0,0.0,0.041666666666666664,Software & IT,0.0,0.0,10.0,0.0,0.0
